,Unnamed: 0,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
0,0,0,59.0,18.0,137.0,205.0,2.031,1.019,0.507637,98,112,77,186
1,1,1,67.0,13.0,135.0,199.0,2.04,1.036,0.507637,101,106,68,186
2,2,2,67.0,14.0,134.0,199.0,2.05,1.054,0.507637,100,107,67,184
3,3,2,177.0,1.0,224.0,224.0,2.05,1.054,0.507637,200,112,46,222
4,4,3,66.0,16.0,135.0,200.0,2.06,1.071,0.508296,100,108,68,183
5,5,3,177.0,0.0,224.0,224.0,2.06,1.071,0.508296,200,112,46,223
6,6,4,67.0,19.0,132.0,198.0,2.069,1.089,0.507637,99,109,65,178
7,7,4,176.0,0.0,224.0,224.0,2.069,1.089,0.507637,200,112,47,223
8,8,5,66.0,17.0,134.0,198.0,2.079,1.106,0.507637,100,107,67,181
9,9,5,178.0,0.0,224.0,224.0,2.079,1.106,0.507637,201,112,45,223
10,10,6,67.0,19.0,135.0,199.0,2.088,1.123,0.506978,101,109,67,179
11,11,6,177.0,0.0,224.0,224.0,2.088,1.123,0.506978,200,112,46,223
12,12,7,66.0,18.0,135.0,199.0,2.098,1.141,0.507637,100,108,68,180
13,13,7,177.0,0.0,224.0,224.0,2.098,1.141,0.507637,200,112,46,223
14,14,8,67.0,20.0,134.0,199.0,2.108,1.158,0.506978,100,109,67,178
15,15,8,177.0,1.0,224.0,224.0,2.108,1.158,0.506978,200,112,46,222
16,16,9,67.0,22.0,135.0,199.0,2.117,1.176,0.508296,101,110,67,177
17,17,9,177.0,0.0,223.0,223.0,2.117,1.176,0.508296,200,112,46,223
18,18,10,67.0,20.0,134.0,199.0,2.127,1.193,0.506978,100,109,67,179
19,19,10,175.0,0.0,224.0,224.0,2.127,1.193,0.506978,199,112,48,223
20,20,11,67.0,15.0,135.0,199.0,2.136,1.211,0.507637,101,107,67,183
21,21,11,177.0,0.0,223.0,223.0,2.136,1.211,0.507637,200,112,45,223
22,22,12,67.0,23.0,134.0,199.0,2.146,1.228,0.507637,100,111,67,175
23,23,12,177.0,0.0,224.0,224.0,2.146,1.228,0.507637,200,112,46,223
24,24,13,67.0,14.0,135.0,199.0,2.154,1.243,0.510271,101,106,67,185
25,25,13,178.0,0.0,224.0,224.0,2.154,1.243,0.510271,201,112,45,223
26,26,14,67.0,18.0,134.0,199.0,2.161,1.256,0.51749,101,109,67,180
27,27,14,177.0,0.0,224.0,224.0,2.161,1.256,0.51749,200,112,46,223
28,28,15,67.0,18.0,134.0,199.0,2.166,1.265,0.525323,100,109,67,181
29,29,15,178.0,0.0,224.0,224.0,2.166,1.265,0.525323,201,112,45,223
30,30,16,67.0,19.0,134.0,200.0,2.169,1.273,0.534406,100,110,66,180
31,31,16,178.0,0.0,224.0,224.0,2.169,1.273,0.534406,201,112,45,223
32,32,17,67.0,19.0,134.0,199.0,2.171,1.277,0.5415,101,109,67,179
33,33,17,177.0,0.0,224.0,224.0,2.171,1.277,0.5415,200,112,46,223
34,34,18,67.0,18.0,135.0,199.0,2.172,1.279,0.549194,101,109,68,180
35,35,18,177.0,0.0,224.0,224.0,2.172,1.279,0.549194,200,112,46,223
36,36,19,67.0,21.0,134.0,198.0,2.172,1.28,0.554935,100,109,67,177
37,37,19,178.0,0.0,224.0,224.0,2.172,1.28,0.554935,201,112,45,223
38,38,20,67.0,20.0,134.0,199.0,2.172,1.28,0.561916,100,110,67,178
39,39,20,177.0,0.0,223.0,223.0,2.172,1.28,0.561916,200,112,45,223
40,40,21,67.0,18.0,134.0,198.0,2.172,1.28,0.569486,100,108,67,179
41,41,21,176.0,0.0,224.0,224.0,2.172,1.28,0.569486,200,112,47,223
42,42,22,66.0,19.0,134.0,200.0,2.172,1.28,0.577632,100,109,68,180
43,43,22,177.0,0.0,219.0,216.0,2.172,1.28,0.577632,198,108,42,215
44,44,23,67.0,18.0,135.0,199.0,2.172,1.28,0.585101,101,108,68,180
45,45,23,177.0,1.0,224.0,224.0,2.172,1.28,0.585101,200,112,46,222
46,46,24,66.0,20.0,135.0,200.0,2.172,1.28,0.593137,100,110,68,179
47,47,24,178.0,0.0,223.0,224.0,2.172,1.28,0.593137,200,112,44,223
48,48,25,67.0,19.0,136.0,200.0,2.172,1.28,0.600503,101,109,68,180
49,49,25,179.0,0.0,224.0,224.0,2.172,1.28,0.600503,201,112,44,223
50,50,26,67.0,18.0,135.0,198.0,2.172,1.28,0.609032,100,108,68,180
51,51,26,177.0,0.0,224.0,224.0,2.172,1.28,0.609032,200,112,46,223
52,52,27,67.0,19.0,135.0,199.0,2.172,1.28,0.615685,101,109,68,179
53,53,27,178.0,1.0,224.0,224.0,2.172,1.28,0.615685,201,112,45,222
54,54,28,66.0,19.0,135.0,200.0,2.172,1.28,0.623491,100,109,68,180
55,55,28,177.0,0.0,224.0,224.0,2.172,1.28,0.623491,200,112,46,223
56,56,29,65.0,19.0,132.0,201.0,2.172,1.28,0.630642,99,110,67,182
57,57,29,176.0,0.0,224.0,224.0,2.172,1.28,0.630642,200,112,47,223
58,58,30,64.0,21.0,133.0,200.0,2.173,1.282,0.634197,98,110,69,178
59,59,30,176.0,0.0,224.0,224.0,2.173,1.282,0.634197,200,112,47,223
60,60,31,64.0,23.0,133.0,200.0,2.174,1.287,0.63597,99,111,68,176
61,61,31,177.0,0.0,224.0,224.0,2.174,1.287,0.63597,200,112,46,223
62,62,32,65.0,16.0,134.0,201.0,2.175,1.295,0.63597,99,108,68,185
63,63,32,178.0,0.0,224.0,224.0,2.175,1.295,0.63597,201,112,45,223
64,64,33,62.0,14.0,133.0,200.0,2.178,1.308,0.63597,97,107,71,186
65,65,33,179.0,1.0,223.0,224.0,2.178,1.308,0.63597,201,112,44,222
66,66,34,64.0,11.0,135.0,202.0,2.18,1.322,0.63715,99,107,71,190
67,67,34,181.0,0.0,224.0,224.0,2.18,1.322,0.63715,202,112,42,223
68,68,35,60.0,11.0,133.0,202.0,2.184,1.34,0.63597,97,106,72,191
69,69,35,182.0,0.0,224.0,224.0,2.184,1.34,0.63597,203,112,41,223
70,70,36,60.0,8.0,133.0,201.0,2.187,1.36,0.63774,97,104,73,193
71,71,36,183.0,1.0,224.0,224.0,2.187,1.36,0.63774,203,112,40,222
72,72,37,60.0,5.0,133.0,202.0,2.191,1.379,0.63597,97,103,72,197
73,73,37,184.0,1.0,224.0,224.0,2.191,1.379,0.63597,204,112,39,222
74,74,38,58.0,4.0,133.0,203.0,2.195,1.399,0.63656,95,104,74,199
75,75,38,183.0,0.0,224.0,224.0,2.195,1.399,0.63656,203,112,40,223
76,76,39,58.0,8.0,133.0,204.0,2.198,1.418,0.63597,95,106,74,195
77,77,39,186.0,0.0,224.0,224.0,2.198,1.418,0.63597,204,112,37,223
78,78,40,55.0,1.0,132.0,206.0,2.202,1.438,0.63656,93,104,77,205
79,79,40,185.0,0.0,224.0,224.0,2.202,1.438,0.63656,204,112,38,223
80,80,41,55.0,0.0,131.0,206.0,2.206,1.457,0.63597,93,103,76,205
81,81,41,187.0,1.0,224.0,224.0,2.206,1.457,0.63597,205,112,36,222
82,82,42,54.0,0.0,134.0,208.0,2.209,1.477,0.63656,94,104,79,208
83,83,42,190.0,0.0,224.0,224.0,2.209,1.477,0.63656,207,112,33,223
84,84,43,52.0,0.0,133.0,209.0,2.213,1.496,0.63597,92,104,80,209
85,85,43,190.0,0.0,224.0,224.0,2.213,1.496,0.63597,207,112,33,223
86,86,44,52.0,0.0,133.0,211.0,2.216,1.513,0.638329,92,105,80,210
87,87,44,191.0,3.0,224.0,224.0,2.216,1.513,0.638329,207,113,32,220
88,88,45,52.0,0.0,134.0,211.0,2.219,1.527,0.645368,93,105,81,211
89,89,45,194.0,1.0,224.0,224.0,2.219,1.527,0.645368,209,112,29,222
90,90,46,52.0,0.0,135.0,211.0,2.22,1.539,0.651773,93,106,82,211
91,91,47,50.0,0.0,135.0,211.0,2.222,1.547,0.659858,92,105,85,210
92,92,48,56.0,0.0,141.0,214.0,2.222,1.552,0.666728,99,107,85,213
93,93,49,62.0,0.0,149.0,214.0,2.222,1.554,0.672976,106,107,86,213
94,94,50,71.0,0.0,156.0,217.0,2.222,1.555,0.67749,113,108,85,216
95,95,51,76.0,0.0,161.0,217.0,2.222,1.555,0.684771,119,108,84,216
96,96,52,82.0,0.0,168.0,216.0,2.222,1.555,0.69088,125,108,85,216
97,97,53,88.0,0.0,173.0,219.0,2.222,1.555,0.698035,131,109,84,219
98,98,54,92.0,0.0,178.0,219.0,2.222,1.555,0.704579,135,110,86,219
99,99,55,94.0,0.0,181.0,222.0,2.222,1.557,0.707829,137,111,86,221
100,100,56,92.0,0.0,180.0,222.0,2.222,1.562,0.708909,136,111,88,222
101,101,57,92.0,0.0,180.0,223.0,2.222,1.571,0.710526,136,112,87,223
102,102,58,91.0,0.0,181.0,222.0,2.222,1.583,0.709987,136,111,89,221
103,103,59,91.0,0.0,182.0,224.0,2.222,1.598,0.710526,136,112,90,223
104,104,60,90.0,0.0,181.0,224.0,2.222,1.616,0.709987,135,112,90,223
105,105,61,90.0,0.0,183.0,224.0,2.222,1.636,0.710526,136,112,92,223
106,106,62,90.0,0.0,184.0,224.0,2.221,1.656,0.709987,137,112,94,223
107,107,63,91.0,0.0,186.0,224.0,2.221,1.676,0.709987,138,112,95,223
108,108,64,88.0,0.0,187.0,224.0,2.221,1.696,0.710526,137,112,98,223
109,109,65,87.0,0.0,187.0,224.0,2.221,1.715,0.709987,137,112,99,223
110,110,66,86.0,0.0,188.0,224.0,2.221,1.735,0.709987,137,112,101,223
111,111,67,87.0,0.0,188.0,224.0,2.22,1.755,0.709987,138,112,100,223
112,112,68,85.0,0.0,190.0,224.0,2.22,1.775,0.710526,137,112,105,223
113,113,69,81.0,0.0,191.0,224.0,2.22,1.795,0.709448,136,112,109,223
114,114,70,82.0,0.0,191.0,224.0,2.22,1.815,0.709987,136,112,108,223
115,115,71,82.0,0.0,192.0,223.0,2.22,1.835,0.709448,137,111,110,223
116,116,72,92.0,0.0,207.0,224.0,2.219,1.855,0.709987,149,112,114,223
117,117,73,98.0,0.0,215.0,224.0,2.219,1.875,0.709448,157,112,117,223
118,118,74,105.0,0.0,222.0,224.0,2.219,1.895,0.709448,164,112,117,223
119,119,75,110.0,0.0,224.0,224.0,2.219,1.915,0.709448,167,112,113,223
120,120,76,114.0,0.0,224.0,224.0,2.219,1.934,0.711064,169,112,109,223
121,121,77,124.0,0.0,224.0,224.0,2.218,1.954,0.709448,173,112,99,223
122,122,78,130.0,0.0,224.0,224.0,2.218,1.972,0.713212,177,112,93,223
123,123,79,136.0,0.0,224.0,224.0,2.218,1.985,0.717488,180,112,87,223
124,124,80,145.0,4.0,224.0,224.0,2.217,1.997,0.725434,184,114,78,219
125,125,81,153.0,0.0,224.0,224.0,2.217,2.004,0.730156,188,112,70,223
126,126,82,,,,,2.216,2.01,0.737948,0,0,0,0
127,127,83,,,,,2.216,2.017,0.74001,0,0,0,0
128,128,84,,,,,2.215,2.029,0.739495,0,0,0,0
129,129,85,0.0,9.0,38.0,171.0,2.213,2.042,0.737948,19,90,38,162
130,130,86,0.0,8.0,37.0,170.0,2.212,2.059,0.74001,18,89,37,162
131,131,87,0.0,4.0,42.0,174.0,2.21,2.079,0.739495,21,89,42,169
132,132,88,0.0,9.0,42.0,173.0,2.208,2.099,0.73898,21,91,42,163
133,133,89,0.0,14.0,35.0,176.0,2.206,2.118,0.739495,17,95,35,161
134,134,90,0.0,18.0,36.0,177.0,2.204,2.139,0.738464,18,98,35,158
135,135,91,0.0,19.0,35.0,180.0,2.202,2.158,0.741038,17,99,35,160
136,136,92,0.0,26.0,35.0,178.0,2.2,2.178,0.738464,17,102,35,152
137,137,93,0.0,32.0,34.0,181.0,2.199,2.198,0.73898,17,107,34,149
138,138,94,,,,,2.197,2.217,0.738464,0,0,0,0
139,139,95,0.0,58.0,28.0,180.0,2.195,2.237,0.74001,14,119,28,122
140,140,96,0.0,63.0,31.0,180.0,2.193,2.258,0.739495,15,121,31,116
141,141,97,0.0,61.0,27.0,185.0,2.191,2.277,0.73898,14,123,27,123
142,142,98,0.0,58.0,27.0,180.0,2.189,2.297,0.739495,14,119,27,121
143,143,99,,,,,2.187,2.317,0.73898,0,0,0,0
144,144,100,,,,,2.185,2.336,0.739495,0,0,0,0
145,145,101,,,,,2.183,2.356,0.739495,0,0,0,0
146,146,102,,,,,2.181,2.376,0.73898,0,0,0,0
147,147,103,,,,,2.179,2.396,0.739495,0,0,0,0
148,148,104,,,,,2.178,2.415,0.738464,0,0,0,0
149,149,105,,,,,2.176,2.435,0.739495,0,0,0,0
150,150,106,,,,,2.174,2.455,0.73898,0,0,0,0
151,151,107,,,,,2.172,2.475,0.73898,0,0,0,0
152,152,108,,,,,2.17,2.495,0.73898,0,0,0,0
153,153,109,,,,,2.168,2.515,0.739495,0,0,0,0
154,154,110,0.0,0.0,53.0,186.0,2.166,2.535,0.738464,26,93,52,185
155,155,111,0.0,0.0,63.0,186.0,2.164,2.555,0.740524,31,93,62,185
156,156,112,2.0,0.0,64.0,188.0,2.162,2.574,0.73898,33,94,61,188
157,157,113,8.0,0.0,69.0,188.0,2.16,2.594,0.739495,39,94,61,188
158,158,114,17.0,0.0,74.0,184.0,2.159,2.614,0.739495,46,92,57,183
159,159,115,20.0,0.0,81.0,189.0,2.157,2.634,0.738464,50,94,60,189
160,160,116,20.0,0.0,80.0,188.0,2.155,2.653,0.739495,50,94,60,188
161,161,117,20.0,0.0,82.0,189.0,2.153,2.673,0.73898,51,94,62,189
162,162,118,19.0,0.0,81.0,188.0,2.151,2.693,0.739495,50,94,61,188
163,163,119,17.0,0.0,80.0,186.0,2.149,2.713,0.739495,48,93,63,186
164,164,120,15.0,0.0,80.0,188.0,2.147,2.732,0.73898,47,94,65,187
165,165,121,,,,,2.145,2.752,0.73898,0,0,0,0
166,166,122,11.0,0.0,79.0,190.0,2.143,2.772,0.739495,45,95,67,189
167,167,123,10.0,0.0,78.0,189.0,2.141,2.792,0.73898,44,94,67,189
168,168,124,7.0,0.0,76.0,191.0,2.14,2.812,0.73898,42,95,68,190
169,169,125,7.0,0.0,77.0,193.0,2.138,2.832,0.73898,42,96,70,193
170,170,126,5.0,0.0,77.0,188.0,2.136,2.852,0.73898,41,94,71,188
171,171,127,4.0,1.0,74.0,191.0,2.134,2.871,0.74001,39,96,69,190
172,172,128,5.0,0.0,76.0,193.0,2.132,2.891,0.739495,40,96,71,192
173,173,129,4.0,0.0,74.0,195.0,2.13,2.911,0.73898,39,98,69,195
174,174,130,2.0,0.0,73.0,194.0,2.128,2.931,0.739495,37,97,70,194
175,175,131,0.0,0.0,71.0,194.0,2.126,2.951,0.74001,36,97,71,194
176,176,132,1.0,0.0,68.0,192.0,2.124,2.97,0.737948,34,96,66,192
177,177,133,0.0,0.0,67.0,194.0,2.122,2.99,0.739495,34,97,66,194
178,178,134,0.0,0.0,69.0,196.0,2.12,3.01,0.739495,35,98,69,196
179,179,135,0.0,0.0,68.0,195.0,2.119,3.03,0.739495,34,98,68,195
180,180,136,0.0,0.0,77.0,200.0,2.117,3.049,0.73898,38,100,77,199
181,181,137,11.0,0.0,85.0,197.0,2.115,3.07,0.739495,48,98,74,196
182,182,138,17.0,1.0,94.0,197.0,2.113,3.089,0.739495,55,99,76,195
183,183,139,20.0,0.0,93.0,199.0,2.111,3.109,0.73898,57,99,73,198
184,184,140,29.0,0.0,109.0,197.0,2.109,3.129,0.739495,69,98,79,197
185,185,141,37.0,0.0,112.0,197.0,2.107,3.149,0.73898,75,98,74,197
186,186,142,45.0,0.0,118.0,198.0,2.105,3.168,0.739495,82,99,72,198
187,187,143,50.0,0.0,121.0,199.0,2.103,3.188,0.74001,85,100,71,199
188,188,144,61.0,0.0,133.0,200.0,2.102,3.205,0.742065,97,100,72,200
189,189,145,68.0,0.0,135.0,202.0,2.1,3.22,0.746662,101,101,67,201
190,190,146,76.0,0.0,145.0,203.0,2.099,3.23,0.754246,111,101,69,202
191,191,147,82.0,0.0,151.0,203.0,2.098,3.238,0.760738,117,101,68,203
192,192,147,0.0,65.0,26.0,154.0,2.098,3.238,0.760738,13,110,25,89
193,193,148,85.0,0.0,158.0,206.0,2.097,3.243,0.766173,122,103,72,206
194,194,148,0.0,64.0,28.0,153.0,2.097,3.243,0.766173,14,108,28,89
195,195,149,90.0,0.0,161.0,205.0,2.096,3.245,0.771554,125,103,71,205
196,196,149,0.0,63.0,34.0,155.0,2.096,3.245,0.771554,17,109,34,92
197,197,150,0.0,64.0,32.0,154.0,2.096,3.246,0.775433,16,109,32,89
198,198,150,88.0,0.0,157.0,205.0,2.096,3.246,0.775433,123,102,69,204
199,199,151,0.0,65.0,33.0,154.0,2.096,3.246,0.781674,16,109,33,88
200,200,151,88.0,0.0,160.0,207.0,2.096,3.246,0.781674,124,103,72,206
201,201,152,0.0,64.0,33.0,154.0,2.096,3.246,0.787838,16,109,33,90
202,202,152,92.0,0.0,162.0,208.0,2.096,3.246,0.787838,127,104,69,208
203,203,153,0.0,64.0,33.0,155.0,2.096,3.246,0.792992,16,109,33,90
204,204,153,95.0,0.0,163.0,210.0,2.096,3.246,0.792992,129,105,68,210
205,205,154,0.0,62.0,30.0,154.0,2.096,3.246,0.799472,15,107,30,91
206,206,154,87.0,0.0,162.0,208.0,2.096,3.246,0.799472,125,104,75,207
207,207,155,0.0,62.0,32.0,156.0,2.096,3.246,0.804498,16,109,32,93
208,208,155,87.0,0.0,163.0,208.0,2.096,3.246,0.804498,125,104,76,208
